ram_type_ddr4,ram_type_ddr5,brand_acer,brand_asus,brand_hp,brand_msi,brand_lenovo,brand_dell,brand_lg,brand_gigabyte,brand_apple,brand_microsoft,ram_amount,storage_amount,screen_size,screen_refresh_rate,screen_brightness,battery_capacity,battery_cells,weight,width,depth,height,warranty,multithread_rating,no_gpu,avg_g3d_mark,screen_area,price
0,1,0,0,0,0,1,0,0,0,0,0,12.0,512.0,15.6,144.0,300.0,60.0,4.0,2.38,35.96,26.48,2.52,18.50865671641791,25543,0,9454.0,2073600,22990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,180.0,300.0,57.0,4.0,2.1,36.23,23.99,2.35,24.0,23868,0,14433.0,2304000,25990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,180.0,300.0,57.0,4.0,2.1,36.23,23.99,2.35,24.0,18379,0,9454.0,2304000,20990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,60.0,250.0,58.0,3.0,1.79,35.75,22.91,1.99,24.0,24801,1,2684.0,2073600,15990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,60.0,250.0,58.0,3.0,1.79,35.75,22.91,1.99,24.0,22638,1,2684.0,2073600,15690000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,14.0,60.0,300.0,55.0,3.0,1.5,31.36,22.73,1.75,24.0,25166,1,2684.0,2304000,18990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,14.0,60.0,300.0,55.0,3.0,1.5,31.36,22.73,1.75,24.0,22144,1,2684.0,2304000,16790000
1,0,0,0,1,0,0,0,0,0,0,0,16.0,512.0,15.0,144.0,300.0,52.5,3.0,2.29,35.79,25.5,2.35,12.0,18362,0,9454.0,2073600,19790000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,512.0,16.0,165.0,300.0,76.0,3.4486133768352367,2.2,35.83,26.25,2.3,24.0,18362,0,14433.0,2304000,23990000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,1024.0,14.0,60.0,400.0,80.0,3.4486133768352367,1.4,31.18,21.23,1.72,36.0,19930,1,2684.0,2304000,44990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,16.0,165.0,300.0,53.0,3.0,1.95,36.22,24.85,2.29,12.0,24801,0,9454.0,2304000,22490000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,16.0,165.0,300.0,53.0,3.0,1.95,36.22,24.85,2.29,24.0,18362,0,9454.0,2304000,20490000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,144.0,333.93700787401576,54.8,3.0,1.99,35.95,23.8,2.27,24.0,22509,0,9454.0,2073600,21490000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,144.0,333.93700787401576,54.8,3.0,1.99,35.95,23.8,2.27,24.0,16980,0,9454.0,2073600,19990000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,512.0,14.0,109.85918854415274,333.93700787401576,56.0,4.0,1.2,32.28,21.22,1.59,24.0,9726,1,2684.0,2073600,11990000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,512.0,15.6,144.0,300.0,60.0,3.0,2.38,35.99,25.87,2.39,24.0,18688,0,9454.0,2073600,19490000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,16.0,60.0,300.0,58.0,3.0,1.7,35.76,24.7,1.89,12.0,14790,1,2684.0,2304000,17690000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,60.0,300.0,58.0,3.0,1.7,35.86,23.27,1.9,12.0,15837,1,2684.0,2073600,12790000
0,1,0,0,0,1,0,0,0,0,0,0,32.0,1024.0,14.0,120.0,333.93700787401576,90.0,4.0,1.7,31.34,24.65,1.9,24.0,19981,1,2684.0,5184000,31990000
0,1,0,0,0,1,0,0,0,0,0,0,32.0,512.0,14.0,60.0,333.93700787401576,90.0,4.0,1.7,31.34,24.65,1.9,24.0,22144,1,2684.0,5184000,26490000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,512.0,14.0,60.0,333.93700787401576,90.0,4.0,1.7,31.34,24.65,1.9,24.0,22144,1,2684.0,5184000,24490000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,1024.0,14.0,120.0,750.0,75.0,3.4486133768352367,1.23,31.29,20.35,1.46,24.0,19981,1,2684.0,9216000,55990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,60.0,333.93700787401576,48.0,3.0,1.7,36.29,23.75,1.8,24.0,28651,1,2684.0,2073600,21690000
0,1,0,0,0,0,1,0,0,0,0,0,8.0,512.0,15.3,60.0,300.0,60.0,3.4486133768352367,1.62,34.34,23.95,1.79,24.0,24801,1,2684.0,2304000,17990000
0,1,0,0,0,0,1,0,0,0,0,0,8.0,512.0,15.3,60.0,300.0,60.0,3.4486133768352367,1.62,34.34,23.95,1.79,24.0,18362,1,2684.0,2304000,15990000
0,1,1,0,0,0,0,0,0,0,0,0,32.0,512.0,16.0,165.0,300.0,57.0,4.0,2.5,36.18,27.84,2.55,24.0,28830,0,14433.0,2304000,29790000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,1024.0,16.0,165.0,333.93700787401576,65.0,4.0,2.3,35.9,26.64,2.77,24.0,37650,0,14433.0,2304000,31190000
0,1,1,0,0,0,0,0,0,0,0,0,32.0,1024.0,14.0,90.0,550.0,65.0,3.0,1.26,31.24,22.12,1.59,24.0,19981,1,2684.0,5184000,36490000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,1024.0,14.0,90.0,550.0,65.0,3.0,1.26,31.24,22.12,1.59,24.0,19151,1,2684.0,5184000,29990000
0,1,1,0,0,0,0,0,0,0,0,0,32.0,512.0,16.0,165.0,300.0,57.0,4.0,2.5,36.18,27.84,2.55,24.0,28830,0,9454.0,2304000,24990000
0,1,0,0,0,1,0,0,0,0,0,0,64.0,1024.0,16.0,240.0,333.93700787401576,99.9,4.0,1.99,35.58,25.97,1.99,24.0,29407,0,25076.0,4096000,47990000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,1024.0,15.6,120.0,333.93700787401576,54.0,4.0,1.9,35.85,23.56,1.9,12.0,14790,1,2684.0,2073600,20990000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,1024.0,13.4,109.85918854415274,333.93700787401576,70.0,4.0,1.35,30.02,22.23,1.49,24.0,10371,1,2684.0,2304000,17990000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,1024.0,15.6,144.0,333.93700787401576,53.5,3.0,2.25,35.9,25.9,2.49,24.0,22638,0,9454.0,2073600,19990000
0,1,0,0,0,1,0,0,0,0,0,0,32.0,2048.0,13.3,109.85918854415274,400.0,75.0,4.0,0.99,29.9,21.0,1.69,24.0,19542,1,2684.0,5184000,47990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,180.0,300.0,57.0,4.0,2.1,36.23,23.99,2.35,24.0,23868,0,9454.0,2304000,22490000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,512.0,15.6,144.0,333.93700787401576,53.5,3.0,2.2,35.9,25.9,2.49,24.0,18362,0,9454.0,2073600,19990000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,1024.0,14.9744819419775,165.0,333.93700787401576,54.0,4.0,2.08,35.95,26.38,2.6,24.0,27032,0,14433.0,2304000,23990000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,1024.0,14.9744819419775,165.0,333.93700787401576,99.0,3.4486133768352367,2.3,35.6,25.4,1.4,24.0,36538,0,19587.0,4096000,37990000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,1024.0,14.9744819419775,165.0,333.93700787401576,99.0,3.4486133768352367,2.3,35.6,25.4,1.4,24.0,36538,0,19587.0,4096000,37990000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,1024.0,14.9744819419775,165.0,333.93700787401576,99.0,3.4486133768352367,2.3,35.6,25.4,1.4,24.0,36538,0,17659.0,4096000,34990000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,1024.0,14.9744819419775,165.0,333.93700787401576,99.0,3.4486133768352367,2.3,35.6,25.4,1.4,24.0,31442,0,17659.0,4096000,32490000
1,0,0,1,0,0,0,0,0,0,0,0,16.0,512.0,16.0,144.0,300.0,50.0,3.0,1.8,35.86,24.91,1.89,24.0,18362,0,9454.0,2304000,18290000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,512.0,14.0,60.0,300.0,70.0,4.0,1.39,31.52,22.34,1.24,24.0,18362,1,2684.0,2304000,17290000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,1024.0,15.3,120.0,500.0,80.0,3.4486133768352367,1.4,33.95,22.85,1.34,36.0,19981,1,2684.0,5184000,49990000
0,1,0,0,0,1,0,0,0,0,0,0,8.0,512.0,15.6,144.0,333.93700787401576,53.5,3.0,2.25,35.9,25.9,2.49,24.0,18362,0,14433.0,2073600,20990000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,512.0,15.6,144.0,333.93700787401576,52.4,3.0,1.86,35.9,25.4,2.17,24.0,18362,0,14433.0,2073600,20990000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,1024.0,14.0,60.0,333.93700787401576,39.3,3.4486133768352367,1.6,31.37,23.6,1.86,24.0,27032,1,2684.0,2304000,17990000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,512.0,14.0,109.85918854415274,333.93700787401576,72.0,4.0,1.49,31.4,22.75,1.79,24.0,22638,1,2684.0,2304000,24490000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,512.0,13.4,120.0,333.93700787401576,55.0,3.0,1.21,29.53,19.91,1.53,12.0,19151,1,2684.0,4096000,54990000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,1024.0,15.6,120.0,250.0,54.0,4.0,1.65,35.85,23.56,1.9,12.0,14790,1,2684.0,2073600,17990000
0,1,0,0,0,0,0,0,1,0,0,0,16.0,512.0,14.0,109.85918854415274,333.93700787401576,72.0,3.4486133768352367,1.12,31.2,21.39,1.68,12.0,25166,1,2684.0,2304000,24990000
0,1,0,0,1,0,0,0,0,0,0,0,16.0,512.0,16.1,165.0,300.0,70.0,4.0,2.31,36.9,25.94,2.39,12.0,22937,0,9454.0,2073600,19990000
0,1,0,0,0,0,0,0,1,0,0,0,16.0,512.0,14.0,109.85918854415274,333.93700787401576,72.0,3.4486133768352367,1.12,31.2,21.39,1.68,12.0,22144,1,2684.0,2304000,22990000
0,1,0,0,1,0,0,0,0,0,0,0,16.0,512.0,16.1,165.0,300.0,70.0,4.0,2.31,36.9,25.94,2.39,12.0,33527,0,14433.0,2073600,29490000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,512.0,15.6,144.0,333.93700787401576,54.0,4.0,2.08,36.0,23.8,2.27,24.0,24801,0,14433.0,2073600,21990000
0,1,0,0,1,0,0,0,0,0,0,0,32.0,512.0,16.1,144.0,250.0,70.0,4.0,2.31,36.9,25.94,2.39,12.0,27032,0,9454.0,2073600,25490000
0,1,0,0,1,0,0,0,0,0,0,0,32.0,512.0,16.1,144.0,250.0,70.0,4.0,2.31,36.9,25.94,2.39,12.0,27032,0,14433.0,2073600,28290000
0,1,0,0,1,0,0,0,0,0,0,0,16.0,512.0,16.1,144.0,250.0,70.0,4.0,2.31,36.9,25.94,2.39,12.0,27032,0,17659.0,2073600,33990000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,1024.0,14.5,120.0,400.0,73.0,3.0,1.59,32.55,22.65,1.66,24.0,25166,0,14433.0,5184000,41990000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,512.0,14.0,144.0,333.93700787401576,53.5,3.0,1.6,31.47,23.35,2.23,24.0,24801,0,14433.0,2304000,25490000
0,1,0,0,1,0,0,0,0,0,0,0,16.0,1024.0,14.0,120.0,400.0,71.0,6.0,1.63,31.3,23.35,1.69,24.0,25166,0,17659.0,5184000,59990000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,1024.0,15.3,120.0,500.0,71.0,4.0,1.53,34.38,23.54,1.39,24.0,19981,1,2684.0,5184000,39990000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,512.0,15.6,60.0,333.93700787401576,46.8,3.0,1.7,35.89,23.59,1.99,24.0,14695,1,2684.0,2073600,16490000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,512.0,15.6,120.0,333.93700787401576,41.0,3.0,1.9,35.85,23.56,1.89,12.0,13370,1,2684.0,2073600,15290000
0,1,0,0,1,0,0,0,0,0,0,0,32.0,512.0,16.1,144.0,250.0,70.0,4.0,2.31,36.9,25.94,2.39,12.0,23063,0,17659.0,2073600,24990000
0,1,0,0,0,1,0,0,0,0,0,0,32.0,2048.0,18.0,120.0,333.93700787401576,99.9,4.0,2.89,40.0,28.97,2.4,36.0,29407,0,25076.0,9216000,89990000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,1024.0,16.0,109.85918854415274,250.0,54.0,4.0,1.87,35.6,24.9,1.9,12.0,15817,1,2684.0,2304000,25790000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,1024.0,15.6,165.0,333.93700787401576,86.0,6.0,2.81,35.73,27.45,2.69,12.0,44060,0,17659.0,2073600,40490000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,14.0,120.0,400.0,65.0,4.0,1.32,46.3,29.4,0.97,24.0,25166,1,2684.0,5184000,24990000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,512.0,16.0,109.85918854415274,250.0,54.0,4.0,1.67,35.6,24.9,1.9,12.0,13409,1,2684.0,2304000,22990000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,512.0,15.6,120.0,250.0,41.0,3.0,1.83,35.85,23.56,1.7,12.0,14695,1,2684.0,2073600,17990000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,512.0,15.6,120.0,333.93700787401576,41.0,3.0,1.9,35.85,23.56,1.89,12.0,13370,1,2684.0,2073600,15490000
0,1,0,0,0,1,0,0,0,0,0,0,32.0,1024.0,16.0,109.85918854415274,333.93700787401576,99.9,4.0,1.6,35.84,25.44,1.9,24.0,29407,0,17659.0,9216000,55990000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,512.0,15.6,120.0,333.93700787401576,41.0,3.0,1.9,35.85,23.56,1.89,12.0,13370,1,2684.0,2073600,15490000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,512.0,15.6,144.0,333.93700787401576,53.5,3.0,2.2,35.9,25.9,2.49,24.0,28830,0,14433.0,2073600,23990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,60.0,333.93700787401576,50.0,3.0,1.7,36.29,23.75,1.79,24.0,18362,1,2684.0,2073600,17390000
0,1,0,0,0,0,0,0,1,0,0,0,16.0,256.0,17.0,109.85918854415274,350.0,80.0,3.4486133768352367,1.35,37.88,25.88,1.77,12.0,17033,1,2684.0,4096000,18990000
0,1,0,0,0,0,0,0,1,0,0,0,16.0,512.0,17.0,109.85918854415274,350.0,80.0,3.4486133768352367,1.35,37.88,25.88,1.77,12.0,17001,1,2684.0,4096000,23990000
1,0,0,0,0,0,0,1,0,0,0,0,8.0,512.0,15.6,120.0,250.0,41.0,3.0,1.66,35.85,23.56,1.9,12.0,14790,0,4537.0,2073600,21200000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,512.0,16.0,60.0,300.0,54.0,4.0,1.82,35.68,25.19,1.83,12.0,18986,0,7690.0,2304000,27990000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,512.0,16.0,109.85918854415274,250.0,54.0,4.0,1.9,35.68,25.19,1.83,12.0,14695,1,2684.0,2304000,23290000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,512.0,14.0,120.0,300.0,54.0,4.0,1.8,31.4,22.75,1.84,12.0,18801,0,7690.0,0,25490000
0,1,0,0,0,1,0,0,0,0,0,0,32.0,2048.0,17.0,240.0,333.93700787401576,90.0,4.0,3.0,38.03,29.8,2.94,24.0,47237,0,27754.0,4096000,84990000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,512.0,15.6,120.0,250.0,41.0,3.0,1.83,35.85,23.56,1.7,12.0,14695,1,2684.0,2073600,18490000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,512.0,14.0,60.0,400.0,65.0,3.4486133768352367,1.35,31.2,22.1,1.49,36.0,27032,1,2684.0,2304000,24990000
1,0,0,0,1,0,0,0,0,0,0,0,16.0,512.0,15.6,109.85918854415274,250.0,41.0,3.0,1.74,36.0,23.4,1.79,12.0,14790,1,2684.0,2073600,22990000
1,0,0,0,1,0,0,0,0,0,0,0,16.0,512.0,15.0,109.85918854415274,250.0,41.0,3.0,1.6,36.2,23.4,1.8,12.0,14695,1,2684.0,2073600,19290000
1,0,1,0,0,0,0,0,0,0,0,0,8.0,512.0,15.6,60.0,333.93700787401576,50.0,3.0,1.7,36.1,23.7,1.8,18.50865671641791,18362,0,7690.0,2073600,18990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,512.0,15.6,60.0,333.93700787401576,48.0,3.0,1.7,36.29,23.75,1.8,24.0,14695,1,2684.0,2073600,15490000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,512.0,14.0,60.0,250.0,54.0,4.0,1.53,31.4,22.66,1.77,12.0,14695,1,2684.0,2073600,23490000
0,1,0,0,0,0,0,0,1,0,0,0,16.0,256.0,17.0,109.85918854415274,350.0,80.0,3.4486133768352367,1.35,37.88,25.88,1.78,12.0,18986,1,2684.0,4096000,38990000
0,1,0,0,0,0,0,0,1,0,0,0,8.0,256.0,14.0,109.85918854415274,350.0,72.0,3.4486133768352367,0.999,31.2,21.39,1.68,12.0,18801,1,2684.0,2304000,24990000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,1024.0,14.0,90.0,333.93700787401576,63.0,3.4486133768352367,1.49,31.1,22.08,1.7,24.0,21059,1,2684.0,5184000,33990000
0,1,0,0,0,0,0,0,0,1,0,0,32.0,1024.0,17.3,120.0,333.93700787401576,99.0,4.0,2.6,39.62,24.13,2.34,24.0,26112,1,2684.0,8294400,38990000
1,0,0,0,1,0,0,0,0,0,0,0,8.0,512.0,15.6,109.85918854415274,250.0,41.0,3.0,1.75,36.02,23.4,1.79,12.0,9726,1,2684.0,2073600,17990000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,512.0,15.6,120.0,333.93700787401576,54.0,3.0,1.62,35.85,23.56,1.9,12.0,14790,0,4537.0,2073600,22790000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,512.0,14.0,109.85918854415274,333.93700787401576,54.0,4.0,1.8,31.4,22.66,1.77,12.0,18801,0,4537.0,2304000,25490000
1,0,0,0,0,0,0,1,0,0,0,0,8.0,512.0,14.0,60.0,333.93700787401576,41.0,3.0,1.48,32.37,21.98,1.85,12.0,13370,1,2684.0,2073600,16990000
1,0,0,0,1,0,0,0,0,0,0,0,8.0,512.0,14.0,109.85918854415274,333.93700787401576,43.0,3.0,1.6,32.4,22.1,1.87,12.0,8134,1,2684.0,2073600,17990000
1,0,0,0,1,0,0,0,0,0,0,0,8.0,1024.0,15.6,144.0,250.0,52.5,3.0,1.98,36.0,25.7,2.35,12.0,14418,0,6969.0,2073600,19990000
1,0,0,0,1,0,0,0,0,0,0,0,8.0,512.0,15.6,109.85918854415274,250.0,41.0,3.0,1.85,36.16,24.56,1.79,12.0,8134,0,2407.0,2073600,18190000
1,0,0,0,1,0,0,0,0,0,0,0,8.0,512.0,13.3,109.85918854415274,300.0,51.0,3.0,1.3,30.65,19.46,1.69,12.0,8134,1,2684.0,2073600,22290000
1,0,0,0,1,0,0,0,0,0,0,0,8.0,256.0,13.3,109.85918854415274,300.0,51.0,3.0,2.6,30.65,19.46,1.69,12.0,8134,1,2684.0,2073600,21990000
1,0,0,0,1,0,0,0,0,0,0,0,8.0,512.0,15.6,109.85918854415274,250.0,45.0,3.0,2.0,36.49,25.69,1.89,12.0,13355,1,2684.0,2073600,21590000
1,0,0,0,1,0,0,0,0,0,0,0,4.0,256.0,15.6,109.85918854415274,250.0,45.0,3.0,2.0,36.49,25.69,1.89,12.0,10902,1,2684.0,2073600,16590000
1,0,0,0,1,0,0,0,0,0,0,0,8.0,512.0,13.3,109.85918854415274,300.0,51.0,3.0,1.3,30.65,19.46,1.69,12.0,10151,1,2684.0,2073600,28490000
1,0,0,0,1,0,0,0,0,0,0,0,8.0,256.0,13.3,109.85918854415274,300.0,51.0,3.0,1.3,30.65,19.46,1.69,12.0,9726,1,2684.0,2073600,22590000
1,0,0,0,0,0,0,1,0,0,0,0,8.0,512.0,15.6,60.0,333.93700787401576,56.0,3.0,1.851,35.61,23.45,1.89,12.0,11826,0,7535.0,2073600,30490000
1,0,0,0,0,1,0,0,0,0,0,0,8.0,512.0,14.0,60.0,333.93700787401576,52.0,3.0,1.3,31.9,21.9,1.69,12.0,10151,1,2684.0,2073600,21990000
1,0,0,0,0,0,0,1,0,0,0,0,8.0,256.0,15.6,109.85918854415274,333.93700787401576,40.0,3.0,1.7,35.61,23.45,1.79,12.0,9726,1,2684.0,2073600,21990000
1,0,0,0,0,0,0,1,0,0,0,0,8.0,512.0,15.6,60.0,333.93700787401576,53.0,4.0,1.65,35.61,23.45,1.79,12.0,9726,1,2684.0,2073600,20490000
0,1,0,0,0,0,0,0,1,0,0,0,8.0,256.0,14.0,109.85918854415274,350.0,72.0,3.4486133768352367,0.999,31.2,21.39,1.68,12.0,14514,1,2684.0,2304000,12490000
0,1,0,0,0,0,0,0,1,0,0,0,8.0,256.0,14.0,109.85918854415274,350.0,72.0,3.4486133768352367,0.999,31.2,21.39,1.68,12.0,17033,1,2684.0,2304000,22490000
0,1,0,0,0,1,0,0,0,0,0,0,32.0,2048.0,16.0,240.0,333.93700787401576,99.9,4.0,2.7,35.7,28.4,2.79,24.0,33527,0,19587.0,4096000,61990000
0,1,0,0,0,0,0,0,1,0,0,0,16.0,512.0,14.0,60.0,350.0,72.0,3.4486133768352367,0.999,31.2,21.39,1.68,12.0,18986,1,2684.0,2304000,24990000
